600100002	0
600100003	0
600100004	0
600100005	0
600100006	0
600100007	0
600100008	0
600100009	0
600100010	0
600100011	0
600100012	0
600100013	0
600100014	0
600100015	0
600100016	0
600100017	0
600100018	0
600100019	0
600100020	0
600100021	0
600100022	0
600100023	0
600100024	0
600100025	0
600100026	0
600100027	0
600100028	0
600100029	0
600100030	0
600100031	0
600100032	0
600100033	0
600100034	0
600100035	0
600100036	0
600100037	0
600100038	0
600100039	0
600100040	0
600100041	0
600100042	0
600100043	0
600100044	0
600100045	0
600100046	0
600100047	0
600100048	0
600100049	0
600100050	0
600100051	0
600100052	0
600100053	0
600100054	0
600100055	0
600100056	0
600100057	0
600100058	0
600100059	0
600100060	0
600100061	0
600100062	0
600100063	0
600100064	0
600100065	0
600100066	0
600100067	0
600100068	0
600100069	0
600100070	0
600100071	0
600100072	0
600100073	0
600100074	0
600100075	0
600100076	0
600100077	0
600100078	0
600100079	0
600100080	0
600100081	0
600100082	0
600100083	0
600100084	0
600100085	0
600100086	0
600100087	0
600100088	0
600100089	0
600100090	0
600100091	0
600100092	0
600100093	0
600100094	0
600100095	0
600100096	0
600100097	0
600100098	1
600100099	0
600100100	0
600100101	0
600100102	0
600100103	0
600100104	0
600100105	0
600100106	0
600100107	0
600100108	0
600100109	0
600100110	0
600100111	0
600100112	0
600100113	0
600100114	0
600100115	0
600100116	0
600100117	0
600100118	0
600100119	0
600100120	0
600100121	0
600100122	0
600100123	0
600100124	0
600100125	0
600100126	0
600100127	0
600100128	0
600100129	0
600100130	0
600100131	0
600100132	0
600100133	0
600100134	0
600100135	0
600100136	0
600100137	0
600100138	0
600100139	0
600100140	0
600100141	0
600100142	0
600100143	0
600100144	0
600100145	0
600100146	0
600100147	0
600100148	0
600100149	0
600100150	0
600100151	0
600100152	0
600100153	0
600100154	0
600100155	0
600100156	0
600100157	0
600100158	0
600100159	0
600100160	0
600100161	0
600100162	0
600100163	0
600100164	0
600100165	0
600100166	0
600100167	0
600100168	0
600100169	0
600100170	0
600100171	0
600100172	0
600100173	0
600100174	0
600100175	0
600100176	0
600100177	0
600100178	0
600100179	0
600100180	0
600100181	0
600100182	0
600100183	0
600100184	0
600100185	0
600100186	0
600100187	0
600100188	0
600100189	0
600100190	0
600100191	0
600100192	0
600100193	0
600100194	0
600100195	0
600100196	1
600100197	0
600100198	0
600100199	0
600100200	0
600100201	0
600100202	0
600100203	0
600100204	0
600100205	0
600100206	0
600100207	0
600100208	0
600100209	0
600100210	0
600100211	0
600100212	0
600100213	0
600100214	0
600100215	0
600100216	0
600100217	0
600100218	0
600100219	0
600100220	0
600100221	1
600100222	0
600100223	0
600100224	0
600100225	0
600100226	0
600100227	0
600100228	0
600100229	0
600100230	0
600100231	0
600100232	0
600100233	0
600100234	0
600100235	1
600100236	0
600100237	0
600100238	0
600100239	0
600100240	0
600100241	0
600100242	0
600100243	0
600100244	0
600100245	0
600100246	0
600100247	1
600100248	0
600100249	0
600100250	1
600100251	0
600100252	0
600100253	0
600100254	0
600100255	0
600100256	0
600100257	0
600100258	0
600100259	0
600100260	0
600100261	0
600100262	0
600100263	0
600100264	0
600100265	0
600100266	0
600100267	0
600100268	0
600100269	0
600100270	0
600100271	0
600100272	0
600100273	0
600100274	1
600100275	0
600100276	0
600100277	0
600100278	0
600100279	0
600100280	0
600100281	0
600100282	0
600100283	0
600100284	0
600100285	0
600100286	0
600100287	0
600100288	0
600100289	0
600100290	0
600100291	0
600100292	1
600100293	0
600100294	0
600100295	0
600100296	0
600100297	0
600100298	0
600100299	0
600100300	0
600100301	0
600100302	0
600100303	0
600100304	0
600100305	0
600100306	0
600100307	0
600100308	0
600100309	0
600100310	0
600100311	0
600100312	0
600100313	0
600100314	0
600100315	0
600100316	0
600100317	0
600100318	0
600100319	0
600100320	0
600100321	0
600100322	0
600100323	0
600100324	0
600100325	0
600100326	0
600100327	0
600100328	0
600100329	0
600100330	0
600100331	0
600100332	0
600100333	0
600100334	0
600100335	0
600100336	0
600100337	0
600100338	0
600100339	0
600100340	0
600100341	0
600100342	0
600100343	0
600100344	0
600100345	0
600100346	0
600100347	0
600100348	0
600100349	0
600100350	0
600100351	0
600100352	0
600100353	0
600100354	1
600100355	0
600100356	0
600100357	0
600100358	0
600100359	0
600100360	0
600100361	0
600100362	0
600100363	0
600100364	0
600100365	0
600100366	0
600100367	0
600100368	0
600100369	0
600100370	0
600100371	0
600100372	0
600100373	0
600100374	0
600100375	0
600100376	1
600100377	0
600100378	0
600100379	0
600100380	0
600100381	0
600100382	0
600100383	0
600100384	0
600100385	0
600100386	0
600100387	0
600100388	0
600100389	0
600100390	0
600100391	0
600100392	0
600100393	0
600100394	0
600100395	0
600100396	0
600100397	0
600100398	0
600100399	0
600100400	0
600100401	0
600100402	0
600100403	0
600100404	0
600100405	0
600100406	0
600100407	0
600100408	0
600100409	0
600100410	0
600100411	0
600100412	0
600100413	0
600100414	0
600100415	0
600100416	0
600100417	0
600100418	0
600100419	0
600100420	0
600100421	0
600100422	0
600100423	0
600100424	0
600100425	0
600100426	0
600100427	0
600100428	0
600100429	0
600100430	0
600100431	0
600100432	0
600100433	0
600100434	0
600100435	0
600100436	0
600100437	0
600100438	0
600100439	0
600100440	0
600100441	0
600100442	0
600100443	1
600100444	0
600100445	0
600100446	0
600100447	0
600100448	0
600100449	0
600100450	0
600100451	0
600100452	0
600100453	0
600100454	0
600100455	0
600100456	0
600100457	0
600100458	0
600100459	0
600100460	0
600100461	0
600100462	0
600100463	0
600100464	0
600100465	0
600100466	0
600100467	0
600100468	0
600100469	0
600100470	0
600100471	0
600100472	0
600100473	1
600100474	0
600100475	0
600100476	0
600100477	0
600100478	0
600100479	0
600100480	0
600100481	0
600100482	0
600100483	0
600100484	0
600100485	0
600100486	0
600100487	0
600100488	0
600100489	0
600100490	0
600100491	0
600100492	0
600100493	0
600100494	0
600100495	0
600100496	0
600100497	0
600100498	0
600100499	0
600100500	0
600100501	1
600100502	0
600100503	0
600100504	0
600100505	0
600100506	0
600100507	0
600100508	0
600100509	0
600100510	0
600100511	0
600100512	0
600100513	0
600100514	0
600100515	0
600100516	0
600100517	0
600100518	0
600100519	0
600100520	0
600100521	0
600100522	0
600100523	0
600100524	0
600100525	1
600100526	0
600100527	0
600100528	0
600100529	0
600100530	0
600100531	0
600100532	1
600100533	0
600100534	0
600100535	0
600100536	0
600100537	0
600100538	0
600100539	0
600100540	0
600100541	0
600100542	0
600100543	0
600100544	0
600100545	0
600100546	0
600100547	0
600100548	0
600100549	0
600100550	0
600100551	0
600100552	0
600100553	1
600100554	0
600100555	0
600100556	0
600100557	0
600100558	0
600100559	0
600100560	0
600100561	0
600100562	0
600100563	0
600100564	0
600100565	0
600100566	0
600100567	0
600100568	0
600100569	0
600100570	0
600100571	0
600100572	0
600100573	0
600100574	0
600100575	0
600100576	0
600100577	0
600100578	0
600100579	0
600100580	0
600100581	0
600100582	0
600100583	0
600100584	0
600100585	0
600100586	0
600100587	0
600100588	0
600100589	0
600100590	0
600100591	0
600100592	0
600100593	0
600100594	0
600100595	0
600100596	0
600100597	0
600100598	0
600100599	0
600100600	0
600100601	0
600100602	0
600100603	0
600100604	0
600100605	0
600100606	0
600100607	0
600100608	0
600100609	0
600100610	0
600100611	0
600100612	0
600100613	0
600100614	0
600100615	0
600100616	0
600100617	0
600100618	0
600100619	0
600100620	0
600100621	0
600100622	0
600100623	0
600100624	0
600100625	0
600100626	0
600100627	0
600100628	0
600100629	0
600100630	0
600100631	0
600100632	0
600100633	0
600100634	0
600100635	0
600100636	0
600100637	0
600100638	0
600100639	0
600100640	0
600100641	0
600100642	0
600100643	0
600100644	0
600100645	0
600100646	0
600100647	0
600100648	0
600100649	0
600100650	0
600100651	0
600100652	0
600100653	0
600100654	0
600100655	0
600100656	0
600100657	0
600100658	0
600100659	0
600100660	0
600100661	0
600100662	0
600100663	0
600100664	0
600100665	1
600100666	0
600100667	0
