600100002	40
600100003	42
600100004	24
600100005	56
600100006	24
600100007	28
600100008	60
600100009	92
600100010	48
600100011	114
600100012	40
600100013	22
600100014	32
600100015	22
600100016	72
600100017	52
600100018	56
600100019	22
600100020	72
600100021	32
600100022	40
600100023	52
600100024	90
600100025	102
600100026	44
600100027	54
600100028	16
600100029	34
600100030	56
600100031	20
600100032	90
600100033	38
600100034	16
600100035	20
600100036	88
600100037	30
600100038	94
600100039	34
600100040	64
600100041	52
600100042	22
600100043	70
600100044	64
600100045	40
600100046	80
600100047	64
600100048	64
600100049	78
600100050	28
600100051	16
600100052	32
600100053	48
600100054	14
600100055	56
600100056	34
600100057	62
600100058	32
600100059	94
600100060	44
600100061	60
600100062	106
600100063	48
600100064	16
600100065	30
600100066	32
600100067	40
600100068	70
600100069	96
600100070	52
600100071	40
600100072	44
600100073	84
600100074	78
600100075	74
600100076	104
600100077	36
600100078	40
600100079	70
600100080	40
600100081	78
600100082	98
600100083	90
600100084	36
600100085	48
600100086	40
600100087	32
600100088	70
600100089	32
600100090	94
600100091	36
600100092	54
600100093	64
600100094	52
600100095	90
600100096	78
600100097	82
600100098	16
600100099	38
600100100	38
600100101	60
600100102	48
600100103	48
600100104	24
600100105	32
600100106	62
600100107	58
600100108	94
600100109	16
600100110	22
600100111	38
600100112	92
600100113	34
600100114	30
600100115	64
600100116	66
600100117	44
600100118	64
600100119	40
600100120	82
600100121	48
600100122	56
600100123	28
600100124	76
600100125	74
600100126	80
600100127	70
600100128	78
600100129	96
600100130	40
600100131	8
600100132	60
600100133	38
600100134	40
600100135	22
600100136	62
600100137	30
600100138	60
600100139	32
600100140	24
600100141	68
600100142	32
600100143	44
600100144	40
600100145	60
600100146	38
600100147	20
600100148	36
600100149	76
600100150	52
600100151	64
600100152	56
600100153	72
600100154	38
600100155	72
600100156	62
600100157	54
600100158	76
600100159	32
600100160	44
600100161	28
600100162	28
600100163	32
600100164	16
600100165	44
600100166	64
600100167	44
600100168	38
600100169	32
600100170	40
600100171	49
600100172	62
600100173	64
600100174	44
600100175	24
600100176	16
600100177	40
600100178	22
600100179	48
600100180	76
600100181	38
600100182	20
600100183	70
600100184	48
600100185	44
600100186	38
600100187	24
600100188	98
600100189	74
600100190	24
600100191	116
600100192	54
600100193	26
600100194	48
600100195	16
600100196	28
600100197	52
600100198	38
600100199	32
600100200	24
600100201	32
600100202	38
600100203	80
600100204	40
600100205	24
600100206	56
600100207	64
600100208	72
600100209	40
600100210	40
600100211	46
600100212	18
600100213	94
600100214	106
600100215	54
600100216	30
600100217	40
600100218	62
600100219	32
600100220	32
600100221	36
600100222	94
600100223	56
600100224	82
600100225	28
600100226	52
600100227	62
600100228	38
600100229	32
600100230	16
600100231	38
600100232	54
600100233	36
600100234	50
600100235	30
600100236	102
600100237	42
600100238	22
600100239	66
600100240	108
600100241	24
600100242	24
600100243	52
600100244	38
600100245	54
600100246	80
600100247	62
600100248	64
600100249	52
600100250	52
600100251	94
600100252	94
600100253	30
600100254	96
600100255	40
600100256	68
600100257	28
600100258	56
600100259	16
600100260	28
600100261	60
600100262	88
600100263	72
600100264	38
600100265	76
600100266	84
600100267	48
600100268	12
600100269	62
600100270	52
600100271	52
600100272	24
600100273	64
600100274	62
600100275	24
600100276	28
600100277	40
600100278	68
600100279	16
600100280	24
600100281	116
600100282	48
600100283	56
600100284	36
600100285	88
600100286	38
600100287	102
600100288	36
600100289	40
600100290	40
600100291	76
600100292	48
600100293	52
600100294	50
600100295	38
600100296	86
600100297	60
600100298	30
600100299	72
600100300	58
600100301	52
600100302	52
600100303	42
600100304	8
600100305	62
600100306	38
600100307	96
600100308	42
600100309	24
600100310	16
600100311	30
600100312	116
600100313	62
600100314	16
600100315	58
600100316	40
600100317	14
600100318	122
600100319	78
600100320	72
600100321	48
600100322	52
600100323	78
600100324	20
600100325	44
600100326	38
600100327	72
600100328	60
600100329	56
600100330	55
600100331	32
600100332	94
600100333	32
600100334	28
600100335	48
600100336	38
600100337	92
600100338	78
600100339	24
600100340	18
600100341	66
600100342	40
600100343	14
600100344	44
600100345	16
600100346	32
600100347	48
600100348	24
600100349	36
600100350	22
600100351	30
600100352	78
600100353	76
600100354	56
600100355	38
600100356	62
600100357	76
600100358	68
600100359	30
600100360	14
600100361	52
600100362	60
600100363	72
600100364	94
600100365	52
600100366	36
600100367	66
600100368	24
600100369	30
600100370	24
600100371	32
600100372	92
600100373	42
600100374	32
600100375	48
600100376	24
600100377	46
600100378	20
600100379	64
600100380	68
600100381	40
600100382	36
600100383	32
600100384	32
600100385	74
600100386	30
600100387	24
600100388	86
600100389	74
600100390	56
600100391	32
600100392	94
600100393	68
600100394	54
600100395	32
600100396	44
600100397	40
600100398	40
600100399	32
600100400	40
600100401	56
600100402	58
600100403	36
600100404	56
600100405	32
600100406	46
600100407	30
600100408	40
600100409	38
600100410	40
600100411	30
600100412	28
600100413	24
600100414	80
600100415	16
600100416	68
600100417	104
600100418	56
600100419	24
600100420	56
600100421	16
600100422	44
600100423	64
600100424	40
600100425	64
600100426	24
600100427	16
600100428	86
600100429	70
600100430	50
600100431	16
600100432	122
600100433	98
600100434	16
600100435	20
600100436	56
600100437	48
600100438	38
600100439	56
600100440	40
600100441	8
600100442	64
600100443	70
600100444	66
600100445	40
600100446	72
600100447	42
600100448	66
600100449	8
600100450	70
600100451	60
600100452	82
600100453	40
600100454	108
600100455	64
600100456	16
600100457	40
600100458	40
600100459	60
600100460	26
600100461	40
600100462	34
600100463	22
600100464	32
600100465	48
600100466	48
600100467	40
600100468	46
600100469	52
600100470	16
600100471	42
600100472	30
600100473	38
600100474	52
600100475	42
600100476	48
600100477	22
600100478	44
600100479	16
600100480	24
600100481	34
600100482	20
600100483	66
600100484	76
600100485	48
600100486	68
600100487	42
600100488	86
600100489	22
600100490	34
600100491	90
600100492	84
600100493	100
600100494	24
600100495	16
600100496	58
600100497	54
600100498	24
600100499	38
600100500	24
600100501	32
600100502	68
600100503	76
600100504	48
600100505	60
600100506	28
600100507	60
600100508	88
600100509	42
600100510	34
600100511	68
600100512	56
600100513	24
600100514	100
600100515	24
600100516	42
600100517	70
600100518	154
600100519	22
600100520	66
600100521	94
600100522	32
600100523	56
600100524	40
600100525	108
600100526	98
600100527	68
600100528	26
600100529	44
600100530	82
600100531	40
600100532	30
600100533	98
600100534	40
600100535	94
600100536	32
600100537	136
600100538	58
600100539	24
600100540	24
600100541	30
600100542	24
600100543	46
600100544	24
600100545	24
600100546	92
600100547	102
600100548	36
600100549	16
600100550	64
600100551	32
600100552	64
600100553	48
600100554	46
600100555	36
600100556	66
600100557	34
600100558	82
600100559	16
600100560	56
600100561	24
600100562	60
600100563	22
600100564	20
600100565	48
600100566	34
600100567	24
600100568	52
600100569	32
600100570	64
600100571	46
600100572	48
600100573	44
600100574	24
600100575	38
600100576	30
600100577	78
600100578	52
600100579	44
600100580	30
600100581	64
600100582	56
600100583	32
600100584	80
600100585	32
600100586	96
600100587	20
600100588	32
600100589	68
600100590	64
600100591	78
600100592	18
600100593	16
600100594	52
600100595	64
600100596	62
600100597	54
600100598	84
600100599	48
600100600	40
600100601	30
600100602	54
600100603	66
600100604	48
600100605	28
600100606	32
600100607	54
600100608	96
600100609	56
600100610	36
600100611	76
600100612	42
600100613	70
600100614	16
600100615	56
600100616	68
600100617	104
600100618	70
600100619	26
600100620	54
600100621	48
600100622	42
600100623	36
600100624	16
600100625	46
600100626	24
600100627	32
600100628	22
600100629	24
600100630	56
600100631	110
600100632	86
600100633	46
600100634	44
600100635	22
600100636	36
600100637	76
600100638	38
600100639	8
600100640	56
600100641	38
600100642	56
600100643	24
600100644	16
600100645	64
600100646	56
600100647	38
600100648	56
600100649	38
600100650	20
600100651	22
600100652	56
600100653	42
600100654	60
600100655	24
600100656	72
600100657	30
600100658	60
600100659	20
600100660	108
600100661	94
600100662	60
600100663	44
600100664	56
600100665	58
600100666	30
600100667	62
600100668	52
600100669	30
600100670	50
600100671	92
600100672	122
600100673	44
600100674	70
600100675	32
600100676	66
600100677	64
600100678	36
600100679	44
600100680	24
600100681	62
600100682	32
600100683	56
600100684	36
600100685	36
600100686	38
600100687	60
600100688	48
600100689	30
600100690	84
600100691	74
600100692	60
600100693	62
600100694	41
600100695	68
600100696	68
600100697	22
600100698	52
600100699	84
600100700	18
600100701	30
600100702	62
600100703	40
600100704	76
600100705	96
600100706	32
600100707	42
600100708	56
600100709	40
600100710	32
600100711	48
600100712	54
600100713	56
600100714	72
600100715	58
600100716	48
600100717	78
600100718	48
600100719	22
600100720	80
600100721	46
600100722	66
600100723	88
600100724	40
600100725	30
600100726	28
600100727	30
600100728	42
600100729	36
600100730	20
600100731	30
600100732	48
600100733	100
600100734	22
600100735	68
600100736	84
600100737	40
600100738	28
600100739	48
600100740	48
600100741	64
600100742	86
600100743	72
600100744	26
600100745	100
600100746	75
600100747	78
600100748	40
600100749	36
600100750	38
600100751	48
600100752	130
600100753	24
600100754	100
600100755	56
600100756	22
600100757	48
600100758	76
600100759	48
600100760	20
600100761	48
600100762	72
600100763	48
600100764	32
600100765	40
600100766	46
600100767	98
600100768	16
600100769	52
600100770	50
600100771	42
600100772	40
600100773	101
600100774	64
600100775	54
600100776	52
600100777	64
600100778	76
600100779	32
600100780	38
600100781	30
600100782	64
600100783	32
600100784	52
600100785	20
600100786	96
600100787	24
600100788	24
600100789	48
600100790	40
600100791	46
600100792	62
600100793	24
600100794	20
600100795	16
600100796	80
600100797	16
600100798	94
600100799	70
600100800	44
600100801	40
600100802	68
600100803	74
600100804	62
600100805	28
600100806	68
600100807	40
600100808	34
600100809	68
600100810	72
600100811	48
600100812	42
600100813	30
600100814	72
600100815	30
600100816	48
600100817	30
600100818	16
600100819	34
600100820	84
600100821	94
600100822	44
600100823	32
600100824	60
600100825	22
600100826	48
600100827	80
600100828	90
600100829	48
600100830	56
600100831	100
600100832	32
600100833	38
600100834	68
600100835	38
600100836	44
600100837	64
600100838	104
600100839	90
600100840	24
600100841	76
600100842	68
600100843	38
600100844	14
600100845	48
600100846	32
600100847	32
600100848	40
600100849	34
600100850	40
600100851	32
600100852	8
600100853	36
600100854	28
600100855	88
600100856	44
600100857	26
600100858	80
600100859	64
600100860	80
600100861	44
600100862	20
600100863	16
600100864	56
600100865	80
600100866	56
600100867	58
600100868	70
600100869	88
600100870	44
600100871	32
600100872	42
600100873	114
600100874	60
600100875	24
600100876	40
600100877	40
600100878	46
600100879	108
600100880	106
600100881	36
600100882	32
600100883	56
600100884	48
600100885	14
600100886	14
600100887	22
600100888	46
600100889	20
600100890	32
600100891	30
600100892	50
600100893	22
600100894	16
600100895	48
600100896	48
600100897	48
600100898	30
600100899	68
600100900	34
600100901	34
600100902	24
600100903	72
600100904	30
600100905	46
600100906	68
600100907	54
600100908	100
600100909	68
600100910	46
600100911	24
600100912	48
600100913	64
600100914	70
600100915	56
600100916	38
600100917	64
600100918	38
600100919	32
600100920	56
600100921	38
600100922	28
600100923	108
600100924	36
600100925	22
600100926	72
600100927	14
600100928	66
600100929	40
600100930	86
600100931	80
600100932	64
600100933	80
600100934	48
600100935	96
600100936	24
600100937	24
600100938	56
600100939	24
600100940	86
600100941	18
600100942	54
600100943	40
600100944	64
600100945	70
600100946	22
600100947	48
600100948	16
600100949	118
600100950	18
600100951	48
600100952	16
600100953	50
600100954	22
600100955	22
600100956	46
600100957	72
600100958	38
600100959	48
600100960	24
600100961	82
600100962	66
600100963	68
600100964	88
600100965	80
600100966	74
600100967	32
600100968	42
600100969	52
600100970	58
600100971	30
600100972	26
600100973	88
600100974	48
600100975	62
600100976	44
600100977	24
600100978	54
600100979	22
600100980	32
600100981	52
600100982	76
600100983	74
600100984	58
600100985	92
600100986	34
600100987	60
600100988	10
600100989	44
600100990	40
600100991	40
600100992	32
600100993	16
600100994	82
600100995	70
600100996	82
600100997	32
